"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","symbol"
189.970414530595,1.03789484137263,0.254207217991535,4.08286928110433,4.44830469989352e-05,0.00124974895881655,"ENSG00000171222","SCAND1"
10.5975612611553,1.22771306131633,0.326683733694823,3.75810894356687,0.000171202343500489,0.00306818426683157,"ENSG00000268858","ENSG00000159023"
18.3968403492253,1.07971481333803,0.290961729780949,3.71084820725699,0.00020656594526713,0.0034990409267113,"ENSG00000040608","RTN4R"
127.303480766679,1.7895917602579,0.28256822858734,6.33330848696158,2.39959108595506e-10,3.03373756657972e-07,"ENSG00000240972","MIF"
14.1958013271286,1.12610441032566,0.224663667495001,5.01240108328027,5.37550104407506e-07,6.12763057540589e-05,"ENSG00000242114","MTFP1"
6.32374037692071,1.06701430492687,0.333559341832407,3.19887399664848,0.00137965454172044,0.0127125657420989,"ENSG00000163827","LRRC2"
126.762206849009,1.0460422514561,0.235233538659783,4.44682445120627,8.71489993454519e-06,0.000402651539500731,"ENSG00000169704","GP9"
15.5970101580645,1.51670589290871,0.26276322421375,5.77213914712402,7.82714368716338e-09,3.2028732037734e-06,"ENSG00000243449","NICOL1"
3.21892218590116,1.20199425161779,0.348881012148322,3.44528423664048,0.000570459188042553,0.00698360557051742,"ENSG00000138769","CDKL2"
35.7219974823582,1.40951312190839,0.305509838101378,4.61364233200461,3.95673085256072e-06,0.000235154940028042,"ENSG00000170180","GYPA"
2.5984291192336,1.43541469361829,0.475872955904568,3.0163821579013,0.00255810629201005,0.0196550188966761,"ENSG00000164123","SPMIP2"
3.88599558380268,2.60767025142526,0.617636982256691,4.22201119158618,2.42132084259252e-05,0.000815334357334969,"ENSG00000164379","FOXQ1"
2.73153981204844,1.09598426356829,0.387238755240913,2.83025458773217,0.00465109778146805,0.0295760479409585,"ENSG00000172179","PRL"
5.76278775554848,1.29840694835396,0.319178513838342,4.06796476598541,4.74255501624623e-05,0.00130603391308785,"ENSG00000170667","RASA4B"
586.436825803412,1.19440382672386,0.449167313465217,2.65915125815661,0.00783377843196524,0.0421448188214083,"ENSG00000036448","MYOM2"
4.61612828756744,1.58751397386937,0.548990306705112,2.89169763924829,0.00383166507438606,0.0258423696360266,"ENSG00000204775","ENSG00000084072"
30.217114168184,1.36058386343681,0.305593972057239,4.4522601485803,8.49711308436753e-06,0.000396070381480684,"ENSG00000172889","EGFL7"
